candidate_id,section,line,quote,class,reason,match_patterns
C0341,628,7308,"Если же нет, то через три раунда оставшиеся два Орка приходят на помощь своему предводителю, и вам придется биться с тремя сразу.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0342,628,7317,"Если после всего этого вы еще остались живы, то можете переступить через тела своих поверженных противников и войти в ворота — 1054.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0343,629,7331,"Когда вы оказываетесь уже почти на середине реки, вдруг замечаете лодку, плывущую навстречу по течению.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0344,639,7432,"Если есть желание, то можете причалить к берегу: тогда к какому?",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0345,639,7434,"Если не хотите, тогда проплывите под мостом и плывите дальше по течению (272).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0346,642,7463,"Так или иначе, надо двигаться вперед, другого выхода нет.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",otherwise
C0347,649,7529,"Если врагов несколько, с остальными придется драться на мечах.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0348,655,7583,"Когда вы перейдете на 628 и будете сражаться с Орками, то можете уменьшить на 2 СИЛУ УДАРА любого из них.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",when
C0349,656,7600,"Если же решили драться с ним на мечах и победили его, то 35.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0350,658,7630,"Если у вас ничего нет, то пройти не удастся и вам придется задержаться — 900.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0351,660,7652,"Если вы когда-нибудь захотите воспользоваться потайной лестницей из кабинета волшебника, подойдите к зеркалу и вычтите 13 из номера того параграфа, на котором будете находиться.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if;when
C0352,660,7652,"То же самое можете сделать, если надо будет от Принцессы попасть к магу — 740.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0353,664,7691,"Придется либо возвращаться в комнату, либо, если вы хотите, можете прыгнуть вниз — 1127.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0354,666,7710,"Ваши противники мертвы, и вы теперь можете, если хотите, воспользоваться их лодкой.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0355,668,7733,"Вы не успеете выйти ему навстречу, даже если захотите, поэтому вылезайте из укрытия и идите дальше — 546.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0356,670,7752,"Шум водопада, который вы слышали раньше, усиливается.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",prior_knowledge
C0357,670,7752,"Если хотите жить, скорее плывите к берегу — 509.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0358,672,7774,"Если у вас есть перо павлина, достаньте его (1200), если же нет, посмотрите, кто сидит за следующей решеткой — 819.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0359,674,7793,"Когда подносите ее к левому проходу, она начинает излучать свет.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0360,675,7803,"Если согласны, то отдайте ему деньги, и он нальет вам тарелку горячих щей.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0361,678,7833,"Вы знаете, что лев — символ силы и мощи, царь зверей, а раз царь, значит, у него должна быть корона.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",prior_knowledge
C0362,678,7833,"Вы подходите к двери и толкаете ее кончиком меча, но лев, как ни странно, не проявляет никаких признаков агрессии, если не считать блеск его глаз, провожающих вас до угла коридора — 1078.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0363,684,7897,"Если вы убили его, то можете либо поискать выход с башни (1029), либо подойдете к краю стены и посмотрите сквозь зубцы вниз (791), либо, если, конечно, у вас есть еще одно заклинание Левитации, подняться по воздуху вверх (836), в окно справа (907) или в окно слева (1075).",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0364,687,7931,"Если у вас есть свой, можете попробовать отпереть замок.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0365,687,7931,"Если же ничего подходящего не имеется, — придется уходить в другую дверь — 1009.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0366,688,7942,"Однако если вам когда-нибудь снова придется осмотреть трон где-нибудь в другом месте, то прибавьте 400 к номеру параграфа, на котором будете осматривать трон.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if;when
C0367,690,7971,"Но если у вас есть заклятие Левитации, то можете попробовать влететь в окно повыше (1192).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0368,694,8009,"Если знаете, как ее открыть, можете сделать это.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0369,694,8009,Иначе придется выйти в одну из двух оставшихся дверей — 1046.,a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",otherwise
C0370,695,8018,"Если вы согласны на это, то скажите им, хотите ли пойти наверх (834) или вниз (786), иначе же можете просто выйти из гарема и идти в другую сторону — 394.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if;otherwise
C0371,696,8029,"Если здесь есть воздух, значит должен быть и выход, через который воздух проникает в проход.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0372,696,8029,"Если есть свеча или светильник, зажгите их, в противном случае придется идти в полной темноте, на ощупь.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if;otherwise
C0373,698,8048,"Но когда по вашим расчетам вот-вот можно будет попасть в комнату, откуда слуги берут воду, вы внезапно ударяетесь о невидимую решетку и чувствуете, что начинаете тонуть.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0374,698,8050,"Если да, то 813.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0375,698,8050,"Если нет, то решетка пропустит только ваш труп, который послужит хорошей пищей Гоблинам и Оркам…",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0376,707,8140,"Сначала на ее лице улыбка, но когда она видит вас, лицо мгновенно меняется.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0377,710,8169,"Но, если хотите, можете сначала поговорить с поварами (812).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0378,710,8169,"Вряд ли разумно сразу совать свой нос в сундук, даже если вам безумно любопытно, что там, ведь на кухне есть посторонние.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0379,712,8188,"Когда уже собирались идти обратно, то неожиданно заметили кнопку в стене на уровне ваших глаз.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0380,713,8198,"Когда пришли в себя, то обнаруживаете, что вы уже на берегу — 590.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0381,716,8226,"Так или иначе, вы замечаете, что заброшенных тропинок пока не попадается: по всем ходят много и часто.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",otherwise;when
C0382,717,8242,"Если вы пользуетесь заклятием Силы, увеличьте на 2 свою СИЛУ УДАРА, если заклятием Слабости, уменьшите на 2 СИЛУ УДАРА любого из Гоблинов.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0383,717,8251,"Если вы справились с ними, то можете взять бронзовый свисток и идти дальше по дороге в лес — 583.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0384,723,8324,"Сила его от Дьявола, и не вам поражать его слабостью, а ваша сила если и возрастет, то и его увеличится на столько же.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0385,725,8342,"Дверь заперта (если есть Золотой свисток, то 142).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0386,725,8342,"Если хотите взломать ее, то бросайте оба кубика до тех пор, пока у вас не выпадет 1–1 или 6–6.",c,"Luck, dice, or random-outcome condition.",if;when
C0387,725,8342,"Если вы сломали дверь, то 1215, а если решили бросить эту затею, то можете попробовать открыть дверь за вашей спиной (393) или слева от вас (246).",c,"Luck, dice, or random-outcome condition.",if
C0388,726,8354,"За ней лестница, она освещена, и вам приходится несколько минут постоять, пока глаза привыкнут к свету.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0389,730,8395,"Вас, к счастью, он пока не заметил.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0390,730,8397,"Пока осматриваетесь, проходит пара минут, но этого оказывается достаточно, что бы вы стали более заметным для окружающих.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0391,733,8433,"Несмотря на то, что он только ранил вас, когда вы повернулись к нему спиной (потеряйте 2 ВЫНОСЛИВОСТИ), бегство не удалось.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",when
C0392,736,8460,"Теперь вы будете всегда удачливы, и вам не нужно будет проверять ее, когда будут об этом спрашивать, — 750.",c,"Luck, dice, or random-outcome condition.",when
C0393,737,8475,"Если вы победили его за 5 раундов атаки, то 391, если же за это время вы не смогли его одолеть, то — 182.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0394,738,8488,"Но так или иначе, кнопку вы нажали и теперь видите, что стена перед вами стала подниматься вверх, открывая проход в короткий коридор, в конце которого дверь.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",otherwise
C0395,739,8500,"Когда он рассеивается, Зеленые рыцари оказываются мертвы — газ их задушил.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0396,740,8511,"Если знаете, как вывести его из состояния задумчивости, сделайте это.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0397,740,8511,Иначе придется уходить — 824.,d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",otherwise
C0398,742,8532,"Если у вас есть Оберег, то 692.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0399,742,8532,"Если есть серебряный сосуд, то 861.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0400,742,8534,"Если вам нечего противопоставить безмолвной страже, то придется драться.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0401,742,8549,"Когда вы победите двух рыцарей, в дело вступит Капитан.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",when
C0402,742,8555,"Если же произойдет чудо, и вы сможете перебить всю охрану, то можете вернуться на лестницу и спуститься до конца (1074), либо пройти через комнату (1160).",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0403,743,8573,"Когда лифт начинает подниматься, странный шум в полу привлекает ваше внимание.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0404,747,8615,"Вы настолько не ожидали этого, что не успеваете свернуть так же быстро, а когда раздвигаете кусты, клубка за ними нет.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0405,749,8634,"Когда вы открываете дверь, то успеваете заметить вместо комнаты какое-то устройство и вылетающие из него 4 ножа.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0406,749,8634,"Если нет, то конец ваш предрешен: смерти вам не избежать…",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0407,753,8669,"Когда Гоблины заканчивают игру, они принимаются за работу.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0408,758,8730,"Вернитесь на 825 и сделайте это, если, конечно, хотите.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0409,760,8761,"Если вы победите их, то можете откинуть ставни и осмотреть домик (985) или же уйти и направиться к центральному строению (590).",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0410,761,8777,"Если хотите, спрыгните на карниз и посмотрите, вдруг найдете там ход (632), если не желаете, тогда попробуйте простучать стены (359).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0411,764,8805,"Вы же идете дальше по коридору, пока он не заканчивается невысокой дверью — 45.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0412,765,8814,"Если вы удачливы, то 145, если же нет, — 588.",c,"Luck, dice, or random-outcome condition.",if
C0413,770,8869,"Вы можете взять с собой и деньги, и человечка, если вы берете человечка, то — 592.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0414,773,8899,"Пока она рассматривает подарок, можете быстро выскользнуть в дверь справа, закрытую тяжелой портьерой — 912.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0415,774,8908,"Если хотите открыть, то подумайте, чем это сделать: если у вас есть красивый кусочек дерева (1132), если фигурный ключ — (251), если 1 золотой, то 686, если 5 золотых — 299.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0416,774,8908,"Если нет, то можете взять, если еще не делали этого, серебряный сосуд (1084), стеклянный сосуд (848) или выйти из комнаты и войти в следующую (1003).",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0417,778,8950,"Это письма Принцессы к отцу, написанные еще тогда, когда Барлад Дэрт надеялся, что она согласится стать его женой.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0418,778,8952,"Теперь, если вы еще этого не сделали, можете посмотреть два оставшихся сундука: большой (626) или средний (1208), или же вернуться в комнату (1082).",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0419,780,8973,"Пока заклятие держит вас в воздухе, смотрите по сторонам: перед вами в паре метрах над землей открыто окно.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0420,781,8983,"Для этого нужно кинуть два кубика, и если сумма выпавших очков будет равна 10-ти, 11-ти или 12-ти, то будет считаться, что вы попали в цель.",c,"Luck, dice, or random-outcome condition.",if
C0421,781,8983,"Если же выпадет меньше десяти очков, то это значит, что вы плохо прицеливались и не попали в центр.",c,"Luck, dice, or random-outcome condition.",if
C0422,781,8985,"Итак, если попали, то 863, если нет, — 126.",c,"Luck, dice, or random-outcome condition.",if
C0423,787,9052,"Если у вас есть шкура оленя, то 660, если же нет, — идите дальше — 740.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0424,788,9062,У вас пока есть время наложить заклятия.,e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0425,788,9068,"Если вы его уничтожили, то можете посмотреть с помоста вниз (690), либо сразу уйти (817), либо наложить заклятие Левитации, взмыть в воздух и посмотреть окно выше (1192).",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0426,789,9082,"Теперь другого выхода у вас нет: если вы не убьете всех троих, они поднимут тревогу — 1163.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0427,790,9091,"Однако, когда вы пытаетесь снова открыть ее, дверь не поддается.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0428,790,9091,"Когда вы входили, то подняли засов, а тот, когда захлопнулась дверь, упал под собственной тяжестью, заключив вас в тюрьму.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0429,790,9091,"Если есть Корона, то 678.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0430,790,9091,"Если ее нет, то придется драться со всеми одновременно.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0431,790,9109,"Если вы убили пятерых львов, то считайте что вам повезло.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if;prior_knowledge
C0432,790,9115,"Если вы и его убили, то путь перед вами свободен — 1078.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0433,795,9184,"Если какая-то дверь не откроется попробуйте сложить 40 с номером параграфа, на котором вы будете, — вдруг ключ подойдет.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0434,797,9207,"Если вы уже осмотрели и то, и другое, то 489.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0435,798,9218,"Если первое, то вы выходите из комнаты и можете пойти в проход напротив (1117), либо пойти по коридору вправо (879), либо влево, где находится лифт (849).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0436,798,9218,"Если вы выбрали второе, то на какую кнопку вы нажмете?",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0437,801,9256,"Теперь можете либо подойти к следующей картине (1006) или выйти, если считаете, что и так долго задержались у первой картины (507).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0438,803,9275,"Если у вас есть медный ключик, то достаньте его и откройте дверь (1035).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0439,804,9286,"Если у вас есть какие-то идеи по поводу того, что могло бы послужить ключом, попробуйте отпереть замок.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0440,804,9288,"Если у вас нет ничего подобного, придется покинуть домик — 590.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0441,805,9309,"Если вы остались целы после боя, то идите дальше — 955.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0442,810,9369,"Если у вас нет ни одного из этих предметов, то путь вперед придется прокладывать мечом — 96.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0443,819,9461,"Если у вас есть серебряный свисток, вы можете показать его несчастному (947), в противном случае вам придется вернуться (остальные клетки оказываются пустыми), возвратиться на вторую развилку и пойти в другой коридор — 1106.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if;otherwise
C0444,820,9471,"Когда вы собирались выйти из коридора, то чуть было не полетели вниз.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0445,822,9506,"Но так или иначе, а выбор делать надо.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",otherwise
C0446,823,9523,"Если вам удастся победить мага, то 81.",b,"Combat outcome, damage, reinforcement, fleeing, deadline, or combat modifier; handled separately from persistent story history.",if
C0447,826,9557,"Когда начинается новый кон, вы входите в группу игроков.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0448,826,9557,"Вообще-то не очень приятно играть в компании Гоблинов, но если хочется, то можно и потерпеть.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0449,826,9557,"Если на деньги, то сколько вы поставите на кон: 2 золотых (693), 4 золотых (763), 8 золотых (68)?",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0450,826,9557,"Если у вас ничего нет, или вы раздумали, то можете уйти — 919.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0451,831,9613,"Вы так никогда и не узнаете, кто и когда изготовил этот амулет и кто потерял его.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0452,835,9652,"Если у вас есть еще одно заклятие Левитации, используйте его для того, чтобы вылететь из окна (888).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0453,835,9652,"Если же нет, остается только позвать Пегаса.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0454,835,9654,"Если вы и этого не можете сделать, то через несколько часов стены комнаты раскалятся и сдвинутся, а вам придется спокойно смотреть на это и торопить смерть…",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0455,836,9665,"Опуститесь на платформу сторожевой башни (1028), или, если не боитесь летать на такой высоте, и не боитесь, что заклятие Левитации может подвести вас, то можете влететь в окно последнего пятого этажа (1192).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0456,837,9675,"Свеча у вас в руках догорела и погасла как раз в тот момент, когда вы собрались открыть следующую дверь — 972.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0457,839,9693,"Если вы находили ее во время путешествия в лесу или в замке, то можете незаметно подменить ее, и продолжать играть уже со своей костью — 793.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0458,839,9693,"Иначе вам придется бросать кость, которую вам передал Гоблин — 1187.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",otherwise
C0459,842,9721,"Если у вас есть череп, то выньте его (1041), если же нет, Черная смерть душит вас.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0460,842,9721,"Когда газ рассеивается, на полу лежит только ваш труп…",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0461,850,9826,"Если вы уже сделали и то, и другое, то 489.",d,"Knowledge, promise, prior encounter, previous visit/action, or named character state; reviewed in STORY_STATE_TABLE.csv.",if
C0462,854,9865,"Если у вас есть череп, то достаньте его 938, если же нет, Черная смерть душит вас.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0463,854,9865,"Когда газ рассеивается, на полу лежит только ваш труп…",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0464,859,9911,"Если у вас есть череп, то достаньте его из своего мешка (1012).",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0465,859,9911,"Если же нет, то газ настигает вас и съедает.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0466,860,9920,"Если у вас имеются 12 глаз Зеленых рыцарей, то 196.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0467,860,9920,"Если такого не припасено, то рассмотреть рисунки вам не дают — 1034.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0468,864,9959,"Вы добавляете ко всему, что пока не выполнили своей миссии.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0469,868,10004,"И если какой-нибудь храбрый путешественник забредет в эту комнату, он увидит жуткое зрелище: сломанные кости, исковерканное и раздавленное тело.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0470,873,10053,"Пока он подплывает, вы оглядываете комнату.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0471,873,10053,"Он приветлив, и если какие-то опасения и были, то они рассеиваются.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0472,880,10122,"Если же вы торопитесь, послушайте моего совета.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0473,880,10122,"Когда будете будить Принцессу, то подходите к ней только справа и никак иначе.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",otherwise;when
C0474,880,10122,"Если же решите сразиться с волшебником, для этого лучше иметь еще одно кольцо, но на этот раз золотое».",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0475,882,10140,"Человек предупреждает, чтобы вы не сворачивали влево, когда будете идти по этому коридору — 676.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0476,884,10169,"Если вы голодны, то это как раз то, что надо.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0477,884,10169,"Если хотите, можете подкрепиться.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0478,884,10169,"Если вы не рискуете есть чьи-то припасы, выходите через дверь обратно (42).",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",if
C0479,893,10269,"Когда вы подходите к двери, то видите на ней рисунок — золотую стрелу, а под ним углубление в форме стрелы.",e,"Narrative, counterfactual, quoted lore, or an immediate voluntary choice; no branch in this sentence depends on a prior deed.",when
C0480,893,10269,"Если у вас есть золотая стрела, то 1079.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
C0481,893,10269,"Если же нет, тогда вернитесь на 980 и примите другое решение.",a,"Item, money, spell, bag, or numerical resource condition; an acquisition verb alone does not make possession a story-history predicate.",if
